-1.209495589137077332e-03,1.502808299846947193e-03
-1.107012503780424595e-03,1.285885809920728207e-03
-7.985090487636625767e-04,8.817497873678803444e-04
-1.298287097597494721e-04,5.618591094389557838e-04
8.502203854732215405e-04,4.740803269669413567e-04
1.861463882960379124e-03,5.903532728552818298e-04
2.507766243070363998e-03,7.579287048429250717e-04
2.473494270816445351e-03,8.173689711838960648e-04
1.690279808826744556e-03,7.146276766434311867e-04
3.812599461525678635e-04,5.403632530942559242e-04
-1.039235154166817665e-03,4.733875684905797243e-04
-2.152445726096630096e-03,6.620912463404238224e-04
-2.707380801439285278e-03,1.115342485718429089e-03
-2.693523652851581573e-03,1.670957426540553570e-03
-2.290084026753902435e-03,2.066402696073055267e-03
-1.735153025947511196e-03,2.076762029901146889e-03
-1.193875097669661045e-03,1.642556162551045418e-03
-6.934845005162060261e-04,9.092393447645008564e-04
-1.482701627537608147e-04,1.426470262231305242e-04
5.475757061503827572e-04,-4.540843656286597252e-04
1.387004274874925613e-03,-9.515167330391705036e-04
2.017894061282277107e-03,-1.803611172363162041e-03
1.459956401959061623e-03,-3.216157201677560806e-03
-2.843614201992750168e-04,-3.780782921239733696e-03
-1.497685094363987446e-03,-2.897702623158693314e-03
-1.669626450166106224e-03,-1.218959223479032516e-03
-9.443490998819470406e-04,6.345763686113059521e-04
4.161763645242899656e-04,2.070265356451272964e-03
2.038339618593454361e-03,2.638320671394467354e-03
3.456838428974151611e-03,2.206509001553058624e-03
4.210710991173982620e-03,1.012505032122135162e-03
3.989475779235363007e-03,-4.531641898211091757e-04
2.771190833300352097e-03,-1.676682732068002224e-03
8.796351030468940735e-04,-2.345491899177432060e-03
-1.092127524316310883e-03,-2.453897614032030106e-03
-2.487974008545279503e-03,-2.240551402792334557e-03
-2.852019155398011208e-03,-2.000415464863181114e-03
-2.131790621206164360e-03,-1.882142736576497555e-03
-7.165075512602925301e-04,-1.789280911907553673e-03
7.245517917908728123e-04,-1.444432768039405346e-03
1.540970522910356522e-03,-5.818093777634203434e-04
1.400747685693204403e-03,8.427739958278834820e-04
4.453913716133683920e-04,2.550603821873664856e-03
-7.785513298586010933e-04,4.017409868538379669e-03
-1.581856748089194298e-03,4.701344296336174011e-03
-1.463194494135677814e-03,4.307892173528671265e-03
-3.491825191304087639e-04,2.952450187876820564e-03
1.368352561257779598e-03,1.131289289332926273e-03
3.009905805811285973e-03,-4.898291663266718388e-04
3.910291474312543869e-03,-1.365956151857972145e-03
3.701785812154412270e-03,-1.299852388910949230e-03
2.453384688124060631e-03,-4.989343578927218914e-04
6.165342056192457676e-04,5.548741319216787815e-04
-1.181526808068156242e-03,1.346029224805533886e-03
-2.393314149230718613e-03,1.551949884742498398e-03
-2.743413206189870834e-03,1.149245072156190872e-03
-2.287253271788358688e-03,3.651049046311527491e-04
-1.332034938968718052e-03,-4.785220662597566843e-04
-2.734187291935086250e-04,-1.132096280343830585e-03
5.722705973312258720e-04,-1.509136869572103024e-03
1.071648439392447472e-03,-1.666963915340602398e-03
1.282246201299130917e-03,-1.710083335638046265e-03
1.377387088723480701e-03,-1.688288059085607529e-03
1.532231690362095833e-03,-1.553932670503854752e-03
1.823453232645988464e-03,-1.195686869323253632e-03
2.175194211304187775e-03,-5.089587066322565079e-04
2.332995180040597916e-03,5.552404327318072319e-04
1.844370504841208458e-03,1.859242562204599380e-03
7.265757885761559010e-04,2.715429756790399551e-03
8.348025585291907191e-05,3.023471217602491379e-03
6.568565731868147850e-05,3.367961151525378227e-03
2.186430792789906263e-04,3.727778559550642967e-03
2.327861147932708263e-04,3.803014988079667091e-03
1.415132828697096556e-05,3.373291343450546265e-03
-3.455537080299109221e-04,2.456657355651259422e-03
-6.489095394499599934e-04,1.323027419857680798e-03
-7.140705711208283901e-04,3.734411438927054405e-04
-4.904239904135465622e-04,-5.611219603451900184e-05
-1.115123013732954860e-04,1.337934954790398479e-04
1.481487415730953217e-04,7.512753363698720932e-04
-7.183809458410905791e-08,1.408840296790003777e-03
-7.056355243548750877e-04,1.723466557450592518e-03
-1.876067952252924442e-03,1.517015276476740837e-03
-3.183006308972835541e-03,9.096142021007835865e-04
-4.184633027762174606e-03,2.536628162488341331e-04
-4.513015039265155792e-03,-5.861235695192590356e-05
-4.038250539451837540e-03,1.879254559753462672e-04
-2.927558962255716324e-03,9.066237253136932850e-04
-1.566721242852509022e-03,1.744503853842616081e-03
-3.795957600232213736e-04,2.259764354676008224e-03
